GeneID	perturbed	control	control
10561	133	90	95
64123	0	0	0
107984998	0	0	0
105378810	0	0	0
105378812	0	0	0
105378811	0	0	0
107983999	0	0	0
101927412	0	0	0
105378813	0	0	0
107985018	0	0	0
23266	0	0	0
101927434	0	0	0
105378814	0	0	0
107985396	0	0	0
103283057	0	0	0
101927498	0	0	0
107985037	0	0	0
105378816	5	2	0
101927542	0	0	0
107985043	0	0	0
101927587	1	1	1
101927560	1	1	0
107985041	4	0	7
79739	389	439	488
5567	632	589	534
107985046	0	1	0
112268230	0	0	0
148418	14	10	11
391051	5	0	0
58511	0	0	1
80135	742	678	638
2787	1022	846	898
100505741	40	35	43
1486	351	369	388
105378819	1	3	1
103695366	18	4	0
439927	0	1	0
117178	1260	1105	1156
102724892	0	2	0
23566	39	74	48
255231	185	158	155
55283	539	474	508
126820	7	3	1
100616481	0	0	0
84144	257	269	221
105378821	0	0	0
148423	573	556	498
8915	766	605	727
646626	67	55	55
23576	1635	1650	1529
107985054	12	14	18
3491	4978	5008	5344
107985057	3	4	0
112268231	1	1	0
54680	773	776	658
105378823	0	0	0
255631	9	10	5
105378824	0	5	3
105378825	11	2	0
57489	374	404	374
102465842	0	0	0
9635	4	2	6
1179	0	0	0
105378827	0	0	0
105378826	0	0	0
22802	0	0	0
105378828	0	4	6
9629	13	15	29
51100	1470	1563	1405
105378831	0	0	0
9403	2797	2749	2623
9653	874	884	794
339524	24	10	23
101927844	0	0	0
8543	431	536	525
100505768	0	0	0
105378833	4	2	2
105378834	0	0	0
107985408	0	0	0
105378835	0	0	0
107985518	0	0	0
107985519	0	0	0
101927871	0	0	0
105378836	0	0	0
105378839	0	1	0
101927891	6	4	3
105378838	0	0	0
5586	1798	2124	2094
2959	340	317	344
56267	523	544	492
494115	340	289	367
2635	106	89	94
105378841	8	6	10
2633	231	160	152
2634	356	267	283
112268267	90	103	79
105378842	0	0	0
388646	0	0	0
115361	19	2	7
107985076	0	0	0
105378843	0	0	0
115362	0	0	0
729930	0	0	0
163351	3	1	0
400759	0	0	0
105378844	3	0	0
23507	443	501	493
84230	822	770	684
400761	11	6	14
107985743	0	2	0
101927952	5	9	2
107985744	4	0	1
101927975	5	0	0
55144	464	493	536
105378847	0	0	0
492303	28	26	13
284695	1110	1066	946
105378848	0	0	0
105378849	0	0	0
107985088	0	0	0
105378850	0	0	0
105378851	0	0	0
105378852	0	0	0
109616984	0	0	0
343472	49	36	26
105378853	42	62	49
105378855	1	0	0
105378854	0	0	0
84146	651	728	767
164045	9	8	3
107985412	0	0	0
107985417	0	0	0
105378856	0	0	0
8317	1029	1068	963
102723436	3	2	3
7049	102	107	87
676	211	362	393
253152	81	79	82
646817	19	19	21
284697	16	21	21
23285	80	106	62
388649	4	1	0
11146	334	322	312
79871	437	433	423
2672	10	19	23
7813	352	424	394
6125	10247	9781	9873
388650	210	262	245
6083	20	6	14
26782	7	3	7
22823	665	651	686
50999	1822	2043	1868
343099	350	431	371
107985521	0	1	2
100131564	164	199	141
1810	1430	1595	1405
54874	1302	1629	1601
107985761	0	0	0
8412	1881	1774	1716
100129046	115	102	97
102723480	77	62	49
723788	372	410	359
100126348	0	0	0
100189133	0	0	0
30836	1615	1487	1430
2730	1725	1872	1669
24	3	7	4
105378858	24	20	21
9411	4197	4608	4355
107985092	7	5	6
105378859	77	70	70
5825	899	1012	962
2152	278	477	472
113219466	0	0	0
105378861	0	4	0
101928079	18	35	42
105378860	0	0	0
100616321	0	0	0
126969	168	139	127
1266	3833	4018	3622
105378862	14	4	8
729970	176	153	154
199857	177	173	163
105378863	0	0	0
101928098	0	0	0
148534	703	666	679
100527978	118	105	91
101928118	0	1	1
25950	159	139	111
100996630	0	0	0
105378864	0	0	0
105379825	0	0	0
101928169	0	0	0
107985420	0	0	0
440594	0	0	0
100996635	0	0	0
101928219	0	0	0
102723661	0	0	0
101928241	0	0	0
105378866	0	0	0
58155	245	236	283
1806	100	59	84
100873932	2	2	3
105378867	0	0	0
100873933	0	1	0
109729128	0	0	0
400765	0	0	0
100616452	0	3	0
406928	0	0	0
729987	0	0	0
51375	791	799	712
163404	0	0	0
100129620	0	0	0
9890	0	0	0
107985093	0	0	0
101928270	0	0	0
54873	0	0	0
391059	85	109	111
178	1036	978	1021
23443	797	816	872
64645	1144	1088	1119
163786	456	499	482
54482	338	435	418
127495	52	66	49
1629	347	451	416
100506007	15	31	19
8634	706	691	717
693138	0	0	0
8556	158	212	152
105379827	0	0	0
54112	0	1	0
100128787	0	0	0
7412	0	0	0
2135	403	438	446
148867	362	342	362
51611	626	567	534
102606465	122	136	103
107985094	0	0	0
101928334	0	0	0
101928370	0	0	0
1901	1	0	3
102723784	0	0	0
104355286	0	0	0
105378872	0	0	0
118427	0	0	0
94236	0	0	0
107985095	0	0	0
105378874	0	0	0
112268286	0	0	0
107985096	0	0	0
1301	0	0	0
101928436	0	0	0
55599	142	179	154
280	22	40	27
648740	1	2	0
279	0	0	0
276	0	0	1
277	0	0	1
105378878	0	0	0
278	0	0	1
100129138	0	0	0
105378879	0	0	0
105378880	0	0	0
105378881	0	0	0
101928476	0	0	0
105378882	0	0	0
105378883	0	0	0
105378884	0	0	0
107985116	0	0	0
105378886	0	0	0
105378885	0	0	0
105378887	0	0	0
105378889	0	0	0
105378888	0	0	0
55170	254	260	237
22854	0	0	0
10451	0	2	0
102465839	0	0	0
100873946	0	0	0
107985124	0	0	0
29957	1196	1337	1357
148545	0	0	0
653149	0	0	0
284611	350	411	284
113802	485	451	403
105378890	18	10	3
55119	1475	1563	1508
163479	2	1	1
6814	828	873	746
105378891	3	5	8
254268	9	10	6
642864	0	0	3
107985159	0	2	0
29899	1427	1776	1709
23155	744	848	790
22911	331	384	317
6884	387	464	399
105378892	14	6	9
56900	534	548	576
677766	2	1	0
127003	4	5	6
57535	40	30	32
6301	3333	3990	3885
1952	324	393	392
84722	620	545	567
343263	0	0	1
6272	1579	1581	1566
5686	2103	2113	1881
284612	25	32	42
127002	124	82	84
284613	282	297	290
57463	102	121	103
105378893	0	0	0
83873	5	0	0
2773	1534	1620	1584
406974	3	0	0
2780	6	12	8
271	773	760	795
2948	253	193	230
2946	155	130	124
2944	545	533	406
2949	7	1	5
2947	605	692	554
79574	0	0	0
107985167	0	8	3
1435	498	868	834
10768	2902	2769	2778
85369	660	561	648
105378895	0	0	0
257	104	152	172
104355139	0	0	2
164153	2	0	0
388662	183	167	174
105378897	9	9	15
100873974	0	2	1
3749	191	154	182
440600	9	17	7
64783	369	248	328
9122	4	10	7
10542	769	808	719
101410535	6	10	8
84432	0	0	0
105378899	0	0	0
105378898	0	0	0
643160	0	0	0
440602	0	0	0
3744	0	0	0
3737	0	0	0
107985174	0	0	0
3738	0	0	0
105378901	0	0	0
963	9	7	11
55791	1001	989	964
128338	448	505	493
10390	599	572	592
79961	458	434	418
107985180	0	0	1
1117	2	9	13
149620	0	0	0
27159	0	0	0
105378903	0	0	0
128344	0	0	0
105378904	0	0	0
441897	0	0	0
5016	45	55	56
79084	1199	1197	1206
515	2666	2600	2329
128346	42	37	48
57413	0	0	0
140	0	3	0
5906	788	805	719
100129269	9	5	3
107985184	21	29	28
55924	120	112	151
100506343	5	3	10
101928718	7	2	5
11218	481	481	429
3752	1	0	1
100874295	0	0	0
100873995	0	0	0
643355	0	0	0
105378906	0	0	0
105378909	0	0	0
55917	412	648	574
100422976	0	0	2
7482	142	173	187
54879	644	778	715
829	4607	4454	4360
4343	1919	1725	1585
389	3015	2554	2441
333926	42	38	78
105378910	12	8	10
284467	17	7	18
100996702	119	86	81
105378912	19	15	18
105378911	4	8	4
113218506	0	0	0
6566	1762	1995	2023
246182	3	1	0
100506392	23	39	21
107985189	5	11	9
100996251	3	0	1
9860	254	295	301
643441	0	0	3
260425	486	528	527
10745	528	493	611
54665	229	213	262
100287722	70	67	73
26191	8	8	10
440603	4	9	0
10717	279	268	209
64858	582	448	498
101928846	1	3	9
204851	1149	1243	1288
56944	0	4	5
148281	1	5	5
107985443	0	0	0
51592	888	984	1023
105378913	0	1	1
10286	630	700	706
105378914	0	1	2
163259	100	105	118
270	1	0	0
4893	1835	1812	1819
7812	8458	8436	8087
80143	788	813	819
6847	0	0	0
105378915	0	0	0
7252	1	0	0
10100	72	103	104
105378916	0	0	0
112840934	0	0	0
4803	45	100	87
112268234	0	0	0
112268287	0	0	0
81839	1173	1216	1178
845	0	0	0
4808	0	0	0
101928995	1	0	0
101928977	0	3	0
55356	65	104	95
126868	0	1	3
105378918	0	0	0
107985190	0	0	0
105378919	0	0	0
105378920	0	0	0
476	6452	6380	6439
84852	1205	1245	1144
101929023	0	0	0
112268235	45	28	24
965	207	139	186
105378925	3	0	1
100616384	0	0	0
3321	545	689	648
105378924	0	0	0
100302117	0	0	0
388667	0	0	0
105378926	0	0	0
914	0	0	0
105378927	0	0	0
5738	760	853	876
9398	196	235	259
101929099	12	11	10
8458	1292	1403	1383
100126331	2	2	0
80263	320	322	339
79679	0	0	0
104355292	0	0	0
10905	1205	1232	1165
100996263	0	0	0
54855	98	72	71
105378929	1	0	0
54834	310	336	366
10885	1151	1165	1166
200162	64	94	83
105378930	0	0	0
107985447	0	0	0
6913	0	0	0
105378933	0	0	0
107985191	0	0	0
10352	252	271	284
104472716	0	0	0
101929147	276	290	211
107985192	2	0	1
105378934	0	0	0
51179	0	0	0
100874270	0	0	0
3284	0	0	0
105378935	0	0	0
3283	0	0	0
128102	1	2	0
644242	1	3	5
90874	191	227	208
105378937	1	4	0
26227	3848	4410	4300
105378936	133	133	176
3158	0	0	0
83998	0	0	0
105378938	0	0	0
343505	0	0	0
11085	0	0	0
4853	1304	1343	1510
101929178	2	1	5
105378939	0	0	0
105378940	0	0	0
9554	1430	1532	1519
107985522	5	3	3
105378941	1	2	1
105378954	106	124	86
101929788	6	3	2
728841	1215	1058	1024
107985523	36	30	33
767846	21	32	42
100996724	432	467	381
107985524	62	55	48
105378944	2	0	4
105378943	1	1	1
101929796	2	2	0
101060684	441	465	396
107985762	0	0	0
101954277	0	0	0
653505	1	1	0
728855	183	128	126
100996720	41	29	38
101954264	3	0	0
107985763	0	0	0
105369199	1	9	2
101929798	6	5	3
107985748	0	0	0
107985749	0	0	0
107985750	0	0	0
106479023	2	4	7
2210	3	0	0
100996318	3	1	4
337875	0	1	4
653820	822	1079	1026
653464	675	806	865
107985193	0	1	0
100873165	0	2	0
107985194	1	0	3
647121	55	45	47
107985195	3	1	2
101929814	0	1	0
105371172	0	0	0
105371175	2	0	1
107985200	112	95	105
107985201	35	45	38
101927452	0	0	0
112268275	0	0	0
112268273	0	0	0
100189261	0	0	0
101954269	0	0	0
26863	0	0	1
791227	0	0	0
105369140	0	1	0
100189142	2	0	0
100189326	0	0	0
199882	0	0	0
100189356	0	0	0
338391	0	2	3
100132417	0	0	0
440686	4	17	13
105371209	0	0	0
554282	1223	1651	1641
100996712	779	900	883
105371207	0	0	0
105371206	2	0	1
100996732	156	165	129
101060524	0	0	0
101927333	0	1	0
105371196	0	0	0
730262	0	0	0
105373467	4	6	3
101954267	1	2	2
100189323	0	0	0
284565	2480	2281	2147
105371211	14	6	15
6063	0	0	0
105379574	3	0	1
100189127	0	0	0
728945	0	0	0
101929826	0	1	0
105371214	0	0	0
105371215	3	3	2
101927429	1	0	0
1818	0	0	0
645166	140	154	117
105371216	2	0	1
105371217	0	0	0
107985528	1	0	0
647135	980	1084	1195
107985595	1	2	3
728833	1198	1577	1551
105371219	0	1	0
107985754	0	0	0
101929805	2	1	7
107985614	1	2	0
107985615	5	0	0
103091866	541	484	488
100996740	122	108	98
645142	0	0	0
101954266	4	4	2
7214	0	0	0
100288142	1566	1593	1490
105371312	232	207	242
105371288	10	1	5
107985755	0	0	0
107985751	0	0	1
101929780	405	324	325
653519	699	576	614
5174	46	43	36
11126	25	31	40
27246	1928	2001	1872
10623	1889	1901	1939
200035	312	288	272
10401	1198	1260	1296
102466191	0	1	0
148741	0	0	0
107985593	0	0	3
8515	90	83	77
8799	445	436	397
114814	517	463	455
9939	4212	3810	3756
105371260	1146	1046	941
128077	1423	1466	1405
84265	498	492	464
284615	233	190	190
10628	41	47	50
148738	0	0	2
100189384	0	0	0
100189064	0	0	0
100188991	0	0	0
100189198	0	0	0
107985594	1	0	2
101954276	0	1	0
101928979	44	37	37
100132406	1359	1329	1205
388677	256	261	224
105371254	27	34	44
170688	233	286	274
102724364	88	88	75
105371242	0	0	0
107985756	0	0	0
112268274	0	0	1
100996756	29	18	24
105371235	1	2	1
105371233	1	0	1
107985591	3	3	6
100288805	27	31	19
149013	1038	1013	959
728989	1	4	3
105371231	0	0	0
100189334	0	0	0
101447996	1	0	0
644861	0	0	0
5565	1724	1862	1717
9557	2803	2815	2777
171423	606	549	563
2330	156	143	172
100289211	0	0	0
607	1344	1420	1439
51205	907	811	803
102723321	0	0	0
105371230	0	0	0
2702	0	0	0
2703	0	0	0
105371229	2	0	1
51463	548	509	536
100034743	20	18	23
105371228	52	45	50
100189140	0	0	0
26864	1	0	0
100189193	0	0	0
728920	13	3	7
200030	656	632	574
105371227	2	0	0
100505824	0	0	0
101927468	13	17	9
100189056	3	0	2
105371226	0	0	0
284561	5	18	19
100189307	0	0	0
105371225	0	3	8
100189174	0	0	0
100188998	0	1	0
100847044	2	0	0
101954273	0	0	0
102466225	0	0	1
100132057	25	40	34
101954272	0	1	3
107985525	5	5	4
388685	195	221	201
105371224	72	78	63
644591	0	0	0
100189005	0	0	0
25832	1434	1428	1352
100996763	179	188	191
105371223	22	17	32
105371222	0	0	0
440672	264	327	294
100996517	49	48	44
9659	2786	2483	2281
112268272	67	74	73
400818	2038	1742	1584
101929790	14	14	2
102723348	1	2	3
653513	7	3	1
100996716	65	71	58
105371403	1	1	1
100996717	185	209	190
101060226	1988	2202	1984
107985752	0	0	3
653598	0	0	0
57234	349	241	258
100189257	0	0	2
112268236	36	38	46
644634	70	63	76
107985753	0	0	0
100189228	0	0	0
102723955	1	1	5
105371406	1	1	2
100189059	0	0	0
2209	6	7	1
440689	9	10	11
112268237	11	8	10
653604	3	3	4
8370	151	155	138
126961	16	9	16
8337	288	225	210
337873	78	108	93
723790	285	224	207
333932	13	8	13
112268238	201	249	272
554313	100	116	106
8349	361	422	404
8338	15	7	6
317772	3	1	1
51027	325	332	310
9900	344	307	277
10262	3280	3037	2989
10903	703	628	590
56957	1197	1343	1485
105371427	18	13	32
11311	1286	1170	1209
51177	155	192	160
105371433	0	5	0
81611	7272	7647	7112
23632	450	424	414
109616989	7	4	2
51107	3699	3507	3428
79630	3	1	1
148523	7	5	2
105371434	0	0	0
54460	2433	2219	2161
9129	2378	2313	2214
23248	2073	2234	2299
80222	1467	1541	1531
102465529	0	3	2
1893	634	490	538
100874054	14	11	7
100289061	30	50	47
54507	252	317	282
100422997	2	9	3
574406	11	8	4
4170	23920	25407	24954
107985203	15	8	3
2029	8366	8585	8164
112268239	46	68	73
55204	978	908	914
84072	0	0	0
1520	57	32	34
1513	242	202	182
405	1481	1536	1554
100996521	0	0	0
107985204	5	12	9
9869	1257	1394	1173
29956	8481	8738	8218
105371438	4	0	5
8416	251	257	263
55793	397	515	486
58497	870	866	910
149428	42	52	41
54964	280	301	280
56882	2583	2568	2669
10962	136	148	139
126626	311	301	290
10500	139	118	128
388695	116	156	128
100534012	401	423	396
79626	0	0	0
79005	403	426	406
29765	54	36	39
6944	1655	1509	1555
8394	3892	4160	4142
5710	5603	5604	5270
100507670	28	22	22
57592	1599	1489	1568
5298	2372	2519	2474
5993	3090	3296	3261
101927886	26	28	28
8991	0	0	0
5692	6514	6092	5764
23126	2677	2865	2822
57530	2704	1969	1843
7286	2225	2426	2209
693139	0	0	0
81609	1182	1112	1193
11189	391	392	363
284485	0	2	6
65005	2057	1776	1671
51686	475	388	434
11022	1332	1526	1441
109729141	43	62	35
339398	0	0	1
6097	24	12	13
100191040	50	43	53
100132111	471	442	452
284486	226	196	177
117145	988	939	969
6281	11156	9694	9986
105371441	94	72	53
105371442	0	0	0
441908	0	0	4
6282	8820	8274	8748
101927949	12	17	16
100131107	3	3	0
126637	0	0	0
7062	123	172	124
126638	0	0	0
112268240	7	9	27
388697	245	309	305
2312	475	548	523
339400	205	203	206
388698	2	20	6
49860	1	0	0
254910	0	0	0
54544	0	0	0
353145	0	0	0
84648	0	0	0
353144	0	0	0
353143	0	0	0
353142	0	0	0
388699	0	0	0
353141	0	0	0
353140	0	0	0
26239	0	0	0
353139	0	0	0
199834	0	0	0
100129271	0	0	0
448834	0	0	0
353137	0	0	0
353135	0	0	0
353134	0	0	0
353133	0	0	0
353132	0	0	0
353131	0	0	0
448835	0	0	0
105371444	0	0	0
105371445	0	0	0
4184	0	0	0
3713	0	0	0
101927988	1	0	0
163778	0	0	0
6698	0	0	0
6707	0	0	0
105371446	0	0	0
6699	0	0	0
6703	2	1	0
6700	0	0	0
6701	0	0	0
6704	0	0	0
6705	0	0	0
6702	0	0	0
6706	0	0	0
101928009	0	0	0
149018	0	0	0
574414	0	0	0
4014	0	0	0
114771	0	0	0
57115	1	0	0
6280	68	49	53
6283	0	0	0
6279	0	1	3
338324	0	0	0
6278	0	0	0
6277	31425	27068	24705
6276	43	20	42
6275	274	237	207
101928034	69	75	49
6274	123	142	99
6273	761	583	498
140576	13628	12145	11393
57402	37	27	28
6284	2536	2320	2182
6271	117	88	107
26097	1745	1912	1849
23557	1119	1131	1026
3608	10505	10642	10371
100189015	0	0	0
4881	12	17	12
102466879	0	0	0
65123	3568	3545	3321
11000	197	182	143
343052	0	0	0
57459	1535	1668	1607
101928059	89	91	73
9909	2066	2052	1906
200186	1534	1469	1482
27173	7506	7218	7109
102465441	6	8	2
148327	296	271	253
10899	4252	4048	4259
5872	3096	3332	3285
6232	16397	15721	14371
91181	1	6	3
100847024	0	0	0
7170	26501	24168	23463
100126346	0	0	0
388701	0	0	0
25912	6058	6162	5737
9898	5321	5070	5084
109617023	8	10	1
10456	2193	2500	2161
89872	0	1	0
57198	1521	1404	1524
101928101	2	7	4
3570	753	689	599
126669	251	199	171
126668	0	3	2
55585	2167	2190	2211
100874097	248	252	255
107985206	0	0	0
1141	2202	2115	2029
103	7178	7062	6418
3782	7	2	3
105371449	1	2	3
10654	747	766	715
57326	570	713	680
90780	1937	1938	1914
101928120	777	783	761
6464	15339	15562	15260
1163	3173	3030	3036
100423020	16	25	15
80308	1319	1300	1299
55891	0	3	6
51043	1656	1878	1888
127579	46	31	24
149095	120	126	137
100505666	224	202	184
8751	4656	4481	4010
1945	257	184	233
1944	295	235	284
1942	438	375	474
55974	1620	1665	1553
54344	389	386	360
200185	1572	1328	1494
80128	131	182	177
4582	270	395	508
693235	0	0	0
7059	374	364	371
105371450	120	109	112
4580	1558	1409	1397
2630	494	499	450
2629	2516	2578	2339
10712	2024	2105	2208
10067	2323	2124	2149
1196	1143	1274	1182
57657	327	301	275
5313	28	30	18
2224	6237	5688	5415
284618	3258	2911	2748
23623	2199	2083	1960
55870	2162	2486	2316
693140	29	45	35
645682	0	0	0
645676	29	46	39
101929703	15	13	9
105371452	79	75	60
55154	795	799	824
55249	2035	2121	2120
106633810	3	3	0
7818	4004	4008	3887
100505728	84	52	55
100129405	484	482	521
54856	1344	1443	1350
106633816	0	1	0
23208	18	27	23
6016	819	743	734
22889	1601	1963	1830
677823	3	2	1
677771	4	4	1
107985207	6	5	1
339403	2	0	6
9181	4505	5579	5561
102465442	3	4	1
107985209	37	69	83
107985210	1	1	0
107985208	1	2	0
6746	3002	2827	2695
105371729	331	348	269
56893	2881	2872	3048
28956	914	1070	995
57111	3	3	5
92312	403	546	488
4000	14501	13802	13153
64218	4	3	3
9673	1368	1403	1362
100527963	527	478	462
11243	775	692	696
632	11	8	19
79957	259	220	168
23381	4509	4496	4608
84283	394	462	408
112770	1044	1044	929
391104	0	0	0
7203	14197	14099	13332
128229	25	56	31
57127	24	16	7
10485	27	16	23
407046	0	0	0
4209	2712	2880	2942
128239	3265	3318	3240
164118	12	10	5
128240	2348	2287	2297
54865	2230	2101	2103
60484	0	6	5
101928177	0	0	0
105371453	3982	3914	3973
63827	519	536	545
10763	702	546	592
1382	299	378	346
81875	1361	1372	1373
51093	410	441	491
79590	2217	2112	2227
3068	17094	16239	16346
5546	1788	1668	1783
9047	20	42	53
4914	3	3	4
3645	0	2	0
375033	551	516	587
149499	14	12	5
9826	2150	2033	2126
768220	0	0	0
102724222	0	0	0
440695	5	4	5
2117	752	806	737
360155	1	0	0
107985211	0	0	1
105371456	0	0	0
105371455	0	0	0
101928202	0	0	0
83416	0	0	0
83417	0	0	0
105371457	0	0	0
115352	0	3	0
79368	0	0	0
115350	5	0	0
922	0	0	0
105371458	1	1	2
105371459	0	0	0
55243	4675	4519	4614
100505785	5	3	1
646268	5	0	0
105371460	0	0	0
912	3	0	1
909	0	0	0
910	0	0	0
911	0	0	0
913	0	0	0
128360	0	0	0
391107	0	0	0
107985212	0	0	0
391109	0	0	0
107985213	0	0	0
343406	0	0	0
391112	0	0	0
128366	0	0	0
128367	0	0	0
128368	0	0	0
6708	0	0	0
81448	0	0	0
391114	0	0	0
128372	0	0	0
128371	0	0	0
81442	0	0	0
4332	0	0	0
149628	0	0	1
3428	461	327	318
107181291	3	1	1
105371461	0	0	0
9447	5	11	1
100189166	0	0	0
57863	0	1	3
100131825	0	0	1
2532	0	0	0
2205	0	0	0
441911	0	0	0
26476	0	0	0
391121	0	0	0
105371462	0	0	0
127385	0	0	0
107985215	0	0	0
325	0	0	0
1401	0	0	0
101928264	2	0	1
54935	648	682	568
105371464	0	0	0
343413	0	0	1
107985217	0	0	0
56833	53	44	54
284677	57	53	57
391123	16	19	21
107985216	316	281	301
25790	86	60	53
100422852	0	0	0
8407	18809	16473	16190
57549	10	16	17
89886	5	5	0
100505633	0	0	0
93183	759	828	691
3766	9	9	18
3765	0	1	0
93185	605	617	625
477	1	1	3
480	0	1	1
844	6	1	9
729867	217	212	215
8682	3725	3496	3525
50717	3435	3241	3141
100287049	128	135	134
5824	1811	1864	1816
107985219	212	204	192
1314	5641	5706	5856
474338	26	10	17
23385	3886	3644	3498
