GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control
978	181	41	88	54	91	106	25	41	71	87	49	92
65018	302	73	269	149	182	178	134	93	173	282	127	208
102464833	0	0	0	0	0	0	0	0	0	0	0	0
100861548	683	169	660	275	282	302	353	183	297	624	264	360
1650	6985	1904	6533	3218	3040	3196	3225	2231	3057	5473	2427	3812
57576	142	56	118	87	118	165	26	40	128	140	63	162
400745	252	94	192	129	159	157	131	111	155	231	195	203
112268222	590	130	668	219	157	186	417	176	187	522	164	272
50809	2485	579	2751	1001	643	761	2014	844	744	2331	666	1260
8672	3502	898	3744	1384	905	981	2518	1235	933	2866	1086	1830
105376830	1	1	3	0	2	0	0	1	0	5	0	3
105376829	2	0	1	1	0	4	1	0	0	2	1	3
100302155	0	0	0	0	0	0	0	0	0	0	0	0
1889	1166	376	982	618	501	543	554	443	562	926	447	764
100506801	12	1	8	4	4	3	2	0	1	10	2	4
105376832	0	0	0	0	0	0	0	0	0	0	0	0
84224	817	181	874	351	184	273	538	261	233	610	256	351
249	2991	895	2364	1765	1163	1108	1338	1032	1669	2814	1186	1740
105376834	0	0	1	0	1	0	0	0	0	0	1	0
5909	227	73	175	141	123	109	97	82	131	211	104	139
84196	2790	625	3256	1104	750	840	2608	989	996	3282	872	1455
401944	53	25	34	36	57	41	11	23	84	81	49	60
3339	496	194	373	323	365	340	122	175	568	626	271	553
23436	0	0	0	0	0	0	0	0	0	0	0	0
10136	0	0	0	0	0	1	0	1	1	0	0	0
101928043	1	0	4	5	1	1	3	1	3	12	3	4
29092	407	91	477	161	154	181	280	122	187	430	132	272
112268223	25	5	23	8	9	11	13	7	10	29	8	15
998	7449	1664	8821	2950	2334	2514	6884	2285	2302	7294	2160	3341
54361	46	43	33	89	17	19	53	33	25	82	25	19
105376845	0	0	0	4	0	0	1	1	0	3	0	1
105376850	1	0	0	0	1	0	1	0	0	0	0	1
107985377	0	0	0	0	0	0	0	0	0	1	0	0
100616433	0	0	0	0	0	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0	0	0	0	0	0
9923	478	134	460	262	113	121	444	185	121	420	209	223
2046	71	31	52	66	52	47	40	28	72	101	35	75
102466615	0	0	0	0	0	0	0	0	0	0	0	0
712	0	0	0	0	0	1	0	1	1	0	1	0
714	0	0	0	0	0	0	0	0	0	0	0	0
713	0	0	1	0	0	0	0	0	0	0	0	0
2048	592	182	410	302	204	232	297	212	231	496	279	267
100616391	0	0	0	0	0	0	0	0	0	0	0	0
100422914	9	2	4	5	3	5	2	5	3	5	3	3
646262	0	0	0	0	0	0	1	0	1	0	0	0
729059	0	0	1	0	1	0	1	0	1	1	2	0
23028	11962	2776	12116	4918	3591	3702	8116	3972	3827	9801	3764	5613
100422866	0	0	0	0	0	0	0	0	0	0	0	0
7798	1695	509	2541	860	552	579	1958	671	759	2272	567	1110
3352	54	7	101	55	14	30	69	13	84	329	16	40
100996511	27	2	15	4	13	9	24	7	11	38	7	22
10236	8944	2373	9887	3908	1838	2102	9555	3608	2798	9216	3218	3401
80818	81	20	73	25	25	38	85	28	21	64	19	58
148898	22	4	14	9	13	10	5	4	16	13	14	20
6920	5	0	4	1	2	2	1	2	8	2	2	3
55616	1227	356	998	544	475	481	595	389	512	978	591	698
1870	216	59	227	110	79	110	121	69	85	141	78	146
101928163	3	1	0	2	2	0	2	1	1	2	2	4
105376859	6	3	14	2	4	3	4	2	5	8	5	11
3399	895	295	700	651	190	223	300	318	453	511	418	383
107984928	0	1	2	0	0	1	0	0	0	1	0	0
259283	3	1	0	1	0	0	0	0	0	0	0	0
6135	30982	7570	33669	13749	11852	12552	20178	9878	11064	29544	10392	15836
6924	1575	416	1663	745	452	502	1360	644	616	1493	495	771
100506963	198	51	256	77	64	64	210	75	75	221	70	116
57095	1948	541	2034	839	606	654	1371	693	700	1695	692	895
105376860	138	47	101	79	58	53	52	55	70	86	77	71
11313	1128	448	700	767	592	538	420	528	741	882	713	724
2582	229	78	213	146	75	103	114	105	187	210	130	141
3155	605	134	560	260	264	270	302	131	343	557	150	344
105376861	8	5	5	3	4	2	4	0	5	1	0	1
2517	513	110	603	200	178	197	352	153	190	427	126	230
1269	1	0	0	0	0	0	0	0	0	0	0	0
107984929	0	0	0	0	0	0	0	0	0	0	0	0
100616492	0	0	0	0	0	0	0	0	0	0	0	0
55629	3818	839	3969	1393	911	1164	4226	1382	1175	3973	1210	1599
10772	4572	1252	5055	2065	840	1077	4993	1897	1469	5852	1524	1955
105378615	0	0	0	0	0	0	0	0	0	0	0	0
105376863	0	0	0	1	0	0	2	0	0	0	0	1
107984931	0	0	0	0	0	0	0	0	1	0	0	1
127294	7	1	3	4	1	4	2	4	6	11	3	11
107985737	0	0	0	0	1	1	0	0	0	0	0	0
105376864	1	0	3	1	1	0	1	3	2	2	2	0
58985	5	3	8	5	0	1	4	1	3	8	4	1
163702	322	82	270	143	99	83	151	107	87	198	101	153
284632	0	0	0	0	0	0	0	0	0	0	0	0
105376871	1	1	0	1	0	0	0	0	0	5	0	1
57822	14	5	36	7	3	4	7	1	17	43	3	6
90529	353	103	352	172	167	145	244	93	152	351	102	208
57185	378	85	394	139	117	136	288	106	149	376	98	188
100750325	3	0	5	2	0	7	2	1	1	4	0	4
11123	623	139	704	252	147	189	568	221	186	562	196	314
100506985	32	8	34	11	8	9	33	12	7	34	9	12
400746	8	3	9	2	2	3	5	3	4	7	1	7
10250	4880	1206	5155	2260	1794	1718	3683	1580	1803	4965	1676	3022
25932	18643	4182	19983	7321	4289	5266	17863	6783	5073	19016	5046	7536
105376876	0	0	0	0	0	0	0	0	0	0	0	0
864	15	5	7	6	5	5	0	1	4	11	4	13
102465437	0	0	0	0	0	0	0	0	0	0	0	0
107984932	0	0	0	0	0	0	0	0	0	0	0	0
105376878	2	0	0	0	3	5	0	0	3	1	1	6
100616365	0	0	0	0	0	0	0	0	0	0	0	0
105376879	0	0	0	0	1	0	0	0	0	0	0	0
25949	1226	250	1334	485	383	462	1179	454	400	1241	343	536
57035	383	73	309	130	199	146	349	130	138	655	198	328
105376882	0	0	0	0	0	0	0	0	0	0	0	1
6007	3	1	4	2	3	1	2	3	2	5	3	5
23585	2008	451	2150	787	575	640	1646	634	620	1806	553	819
6006	1081	239	1139	408	266	318	919	339	315	1011	313	419
55219	459	104	421	172	112	165	415	195	174	474	146	231
26119	368	96	349	174	137	162	196	126	169	264	159	211
57134	258	72	254	137	81	97	171	92	126	292	96	155
57190	3299	1003	2492	1775	1512	1504	1366	1246	1720	2655	1427	2181
56181	565	133	581	242	179	203	365	203	231	455	185	318
646471	42	11	41	21	13	20	26	16	18	39	23	37
79000	767	198	886	375	186	226	722	309	295	886	249	354
164091	171	55	161	94	98	107	83	62	124	122	52	130
3925	18418	4127	18930	7071	5203	5686	14110	5851	5487	14876	5814	8104
100500808	408	126	598	201	192	194	540	191	180	515	185	269
105376885	0	1	0	0	0	1	0	0	0	1	0	1
5051	517	110	562	216	140	162	291	174	155	377	133	247
101928216	4	3	6	4	3	5	2	1	2	12	3	6
2134	20	9	19	10	8	7	12	3	15	25	17	18
7780	5	2	12	4	4	0	2	0	6	9	3	4
105376910	0	0	0	0	0	0	0	0	1	0	0	0
84676	0	0	1	0	0	0	0	0	1	1	0	1
149420	215	47	261	70	56	63	210	77	58	183	51	87
105376886	0	0	0	0	0	0	0	0	0	0	0	0
79927	10	2	15	5	3	2	8	3	8	4	3	8
110806296	1	0	0	1	0	0	0	0	0	0	0	0
51042	107	37	81	70	68	57	44	38	82	84	51	66
10256	178	45	122	102	115	97	70	50	120	172	90	139
378807	15	2	6	3	4	8	11	6	6	11	3	5
101928303	47	13	69	26	42	41	36	19	37	84	33	35
64793	1552	357	1460	645	547	609	1042	533	615	1401	561	903
83442	1437	415	931	696	608	675	559	458	670	1032	588	866
91544	106	32	66	55	39	36	33	36	64	114	64	35
1043	36	5	59	16	22	22	12	7	13	50	8	16
55057	195	78	142	116	117	117	81	84	175	216	89	153
257101	0	0	0	0	0	0	0	0	1	1	1	0
79727	48325	12347	55686	23206	12920	16545	46121	16593	16944	51815	14253	21746
79947	937	278	1107	477	338	396	702	397	440	1001	389	523
101928324	3	0	6	1	0	0	3	0	1	3	0	4
3151	7155	1658	7142	2915	1590	1798	6884	2602	2226	6374	2095	2520
6195	1233	372	1265	661	513	527	622	398	670	1037	467	724
100302190	0	0	0	0	1	0	0	0	0	0	0	0
105376888	0	0	0	0	0	0	0	0	0	0	0	0
101928728	4	2	1	1	0	1	3	2	2	7	2	2
8289	2850	843	2971	1367	742	880	2050	1124	966	2831	999	1466
55650	481	110	403	164	164	203	214	135	152	327	137	229
84243	870	204	613	398	370	368	421	300	352	765	379	467
2810	17	5	11	10	35	27	7	11	15	7	11	21
54707	456	121	449	223	156	152	284	166	209	454	172	231
63906	261	95	240	146	93	83	175	128	171	235	115	128
10726	2871	844	2397	1445	1034	1002	1793	1150	1292	2544	1234	1403
8431	0	0	1	0	1	0	0	0	1	0	0	0
126695	261	59	204	159	129	131	126	100	151	236	100	173
388610	883	220	677	407	118	202	795	342	301	947	315	275
115572	1586	501	1358	982	545	520	1041	740	1122	1593	680	785
101928391	35	9	23	13	18	16	14	8	13	16	3	22
6548	295	103	244	195	159	150	121	111	195	336	148	201
102723760	0	0	0	0	0	0	0	0	0	0	0	0
105376890	0	0	0	0	0	0	0	0	0	1	0	0
23038	684	160	411	264	288	312	244	196	357	469	263	338
84065	318	118	151	166	130	145	125	125	184	290	153	168
644961	13	5	11	4	2	5	11	9	6	26	8	8
84958	34	22	32	22	32	30	16	17	63	65	24	46
9064	154	47	109	93	107	106	44	66	116	106	79	145
8547	6	0	6	1	3	2	0	1	4	14	1	5
388611	31	5	12	16	13	14	6	14	19	37	19	30
2827	204	46	165	92	81	87	99	64	73	106	83	109
10163	3888	917	3309	1531	1754	1754	2294	1232	1330	2911	1180	2404
105376892	2	0	0	3	0	1	0	0	0	2	1	0
27245	168	65	105	107	82	90	101	76	130	180	108	111
2268	9	6	9	11	8	2	4	4	5	6	2	6
111216282	1	0	0	0	1	0	0	0	0	1	0	0
2537	114	23	79	58	27	29	60	34	46	103	25	36
199870	380	82	445	153	161	142	375	111	150	469	146	203
23673	580	109	637	227	198	209	362	129	161	511	152	285
5511	1749	421	1913	738	440	476	1493	634	631	1542	531	728
677774	2	0	0	0	0	0	0	1	1	1	0	0
9473	192	68	198	126	82	90	105	64	108	195	91	99
6118	2074	511	2514	904	703	752	1725	723	877	2200	676	1079
27293	839	211	594	483	188	224	566	339	383	954	308	318
55113	383	99	333	178	212	228	177	142	174	255	152	235
2140	851	210	941	336	312	303	825	302	305	882	318	505
5724	59	9	69	39	22	25	47	21	42	82	13	47
22826	5212	1426	5834	2382	1269	1480	5035	1993	1575	4897	1770	1973
93974	1886	443	1868	883	655	579	1465	714	743	2006	745	770
83667	694	271	614	541	478	405	616	425	582	1015	334	461
54797	429	94	489	185	161	177	251	129	177	428	139	180
65979	1949	457	2164	795	616	610	1632	631	610	1930	583	955
1104	3165	853	2706	1471	1052	1173	1968	1167	1067	2390	1284	1410
8420	1230	313	1210	508	558	530	965	389	530	1573	601	764
6080	32	5	32	10	8	6	21	9	15	45	17	13
26768	6	6	16	7	11	7	16	9	9	37	7	13
54952	606	161	527	317	124	153	491	266	250	612	226	253
85028	211	72	248	108	111	101	266	100	129	451	162	173
692212	12	2	9	6	5	6	9	4	5	16	8	10
677838	27	6	33	14	21	14	40	14	18	62	22	25
677825	6	1	10	3	2	4	9	3	3	14	4	3
692073	13	4	12	3	9	0	10	4	3	12	1	4
115273	258	87	208	152	29	69	228	127	83	166	120	112
6883	942	212	1090	375	309	344	814	292	337	1013	276	402
105378616	3	0	2	1	0	0	3	2	0	3	0	1
26824	0	0	1	0	0	0	1	1	0	1	0	1
10691	982	232	979	418	307	320	814	374	290	692	299	445
51441	4667	1217	5330	2095	1311	1336	4038	1685	1596	4155	1391	2064
4985	91	40	82	38	40	47	71	52	64	89	41	76
2035	4706	1055	4704	1895	1151	1377	3818	1616	1287	4178	1262	2076
399474	272	70	305	143	112	115	279	90	166	359	110	146
6429	2970	762	2822	1513	1152	1190	1984	1024	1213	2716	1059	1590
51102	631	179	499	337	209	271	253	169	306	499	208	344
10076	913	273	588	489	541	578	319	300	502	580	426	724
101928460	0	0	0	0	0	0	0	1	0	0	0	0
107984933	0	0	2	0	0	0	1	0	0	0	0	0
107984934	0	0	0	0	0	0	1	0	0	0	0	1
101929406	0	0	1	0	0	0	1	0	0	0	0	1
105378617	0	0	0	0	0	0	0	0	0	0	0	0
105378618	0	0	0	0	0	0	0	0	0	0	0	0
4146	6	1	0	0	3	1	0	1	1	4	2	2
100129196	2	0	1	1	2	5	0	0	3	0	0	0
7805	7	3	8	6	1	2	8	2	4	5	6	10
100616164	0	0	0	0	0	0	0	0	0	0	0	0
105378620	0	0	1	0	0	0	0	0	0	0	0	0
105378621	0	0	0	0	0	0	0	0	0	0	0	0
105378622	0	0	0	0	0	0	0	0	0	0	0	0
400748	0	0	0	0	0	0	0	0	0	0	0	0
9672	1320	404	1018	652	520	527	609	497	522	1004	508	722
9698	3726	894	3576	1501	907	1072	2565	1232	990	3427	1174	1761
692234	5	0	5	1	0	1	3	0	1	4	2	0
692235	7	1	6	1	1	2	8	1	2	5	1	2
692200	0	0	1	1	0	0	0	0	0	1	0	0
107984935	1	1	1	0	3	2	1	1	2	2	0	2
79570	2048	566	1578	938	591	686	1110	846	772	1425	767	1018
9410	3042	759	3261	1208	901	911	2364	1136	955	2311	978	1224
51538	1965	468	2286	833	591	649	1641	650	672	1775	644	883
2170	331	103	357	163	131	145	374	161	203	426	195	223
105378623	0	0	1	0	0	0	0	0	0	0	0	0
107985470	0	0	0	1	0	0	0	0	0	2	0	0
347735	352	126	199	225	265	215	81	137	235	215	188	260
105378625	0	0	1	0	0	0	1	0	0	0	0	0
105379772	0	0	0	0	0	0	1	0	0	0	0	0
149086	0	0	0	0	0	0	0	0	0	0	0	0
284551	0	0	0	0	0	1	0	0	0	0	0	0
105378626	2	0	0	0	0	0	2	2	2	1	3	2
64129	87	23	61	54	68	60	33	25	78	65	43	84
3061	36	8	24	16	19	19	13	12	16	30	17	20
553115	879	216	817	414	407	405	494	353	474	853	326	473
107985471	12	3	6	4	8	4	11	4	8	16	4	10
105378628	0	0	0	0	0	0	0	0	0	0	0	0
1307	102	22	60	63	55	62	29	43	75	124	61	68
101929444	0	0	2	0	0	1	0	1	0	3	0	0
576	154	73	101	129	112	113	95	94	188	242	123	177
100423028	0	0	0	0	0	0	1	0	0	1	0	0
90853	23	8	11	16	8	5	6	3	17	25	16	18
8073	6525	1538	6311	2600	1055	1571	6484	2284	1841	6360	1903	2422
10657	12363	2772	12312	4899	3317	4096	9551	4078	3797	10733	3732	5681
55116	294	77	175	178	95	120	150	99	141	257	138	157
100847018	0	0	0	0	0	0	0	0	0	0	0	0
23633	3472	845	4054	1492	1148	1235	2910	1168	1181	3019	949	1872
200081	1841	473	1786	869	690	664	1136	695	728	1663	631	944
79140	171	70	94	99	87	96	61	50	104	146	78	98
56063	116	30	82	58	48	46	70	55	52	137	66	63
55721	177	45	203	79	52	55	119	53	68	145	62	85
149069	11	2	7	6	5	4	6	3	8	16	6	8
8668	6573	1725	6418	3115	2395	2611	4091	2236	2534	5429	2253	3197
339483	135	30	85	58	54	41	61	46	84	153	66	72
84734	19	7	9	7	10	13	5	5	11	26	14	20
3932	1981	507	1712	767	846	915	637	612	728	954	699	1086
3065	3290	898	3343	1524	795	1052	2379	1112	1332	3438	1060	1592
65108	10707	2783	7663	4634	3317	3311	6190	4429	3826	7655	4306	4937
105378629	1	0	0	0	0	0	1	0	2	1	2	2
81629	41	11	25	14	24	19	28	11	12	55	13	35
100128071	0	0	0	0	1	0	1	0	0	1	1	1
55108	1076	279	840	441	372	423	597	393	402	908	407	630
728116	336	61	314	145	113	126	244	84	99	310	105	166
653121	708	152	843	271	222	222	663	200	224	728	192	401
102723870	8	0	3	2	0	0	2	0	2	4	3	2
339487	863	202	940	355	233	267	711	287	276	753	250	368
5928	9788	2129	9592	3392	2424	2876	7029	3184	2616	7906	2779	4283
81493	2205	437	2208	660	550	601	1700	656	502	1860	617	913
57648	1098	363	1015	734	605	576	703	433	865	1675	533	867
8565	6592	1847	6047	3022	2233	2473	5338	2916	2508	6484	2621	3150
64766	1997	457	2002	811	631	622	1757	669	629	2013	621	1004
252995	26	7	17	22	4	5	32	10	21	52	7	16
105378631	1	1	0	1	0	1	1	0	0	2	1	2
3208	15	5	8	10	5	11	5	5	10	17	9	18
113452	31	31	31	41	42	38	12	11	54	52	37	46
105378632	0	0	0	0	0	0	0	0	0	0	0	0
127544	488	136	592	243	234	213	420	176	191	423	190	227
204	3067	712	3000	1171	843	974	2248	1022	1101	3212	1007	1494
105378635	0	0	0	0	0	0	0	0	0	0	0	0
113451	7	3	8	8	5	6	8	2	5	7	2	7
112268224	4	0	2	1	0	0	0	2	0	0	3	1
55223	208	65	131	75	49	50	110	94	95	158	97	93
149076	406	147	356	222	153	155	233	152	220	374	209	241
127550	0	0	0	0	0	0	0	0	0	0	0	0
1912	728	203	371	370	192	245	306	245	272	496	254	309
100500853	31	7	15	13	7	7	15	12	7	21	10	10
101929464	2	0	0	0	0	0	0	0	1	1	0	0
7579	200	46	211	89	43	61	155	56	51	229	62	94
114784	233	71	297	131	95	80	153	101	122	250	98	161
105378638	0	0	2	0	1	2	1	0	0	3	0	0
127540	0	0	0	0	0	0	0	0	0	0	0	0
402779	0	0	0	0	0	0	0	0	0	0	0	0
84970	152	57	145	128	57	39	168	107	102	255	91	99
105378639	0	0	0	0	0	0	0	0	0	0	0	0
105378640	0	0	0	0	0	0	0	0	0	0	0	0
105378641	0	0	1	0	1	0	0	0	0	0	0	1
693137	0	0	0	0	0	0	0	0	0	0	0	0
105378642	0	1	0	0	0	0	1	0	1	1	0	0
2709	13	6	9	10	3	7	8	6	6	14	2	7
127534	3	2	3	6	0	0	8	4	1	4	0	4
2707	6	1	7	3	3	7	7	5	2	7	7	7
2701	34	15	23	19	8	16	4	13	7	11	14	13
113444	757	214	781	355	295	294	469	272	342	651	294	376
58512	108	36	110	76	38	42	88	41	88	110	44	66
653160	20	4	13	6	7	7	13	5	7	13	7	9
100506144	303	82	275	149	85	114	217	105	122	252	93	134
9204	476	97	596	206	143	175	459	157	156	559	144	263
79830	1182	237	1520	418	324	347	1017	372	361	1115	308	570
105378644	0	0	0	0	0	0	1	0	1	2	0	1
6421	9802	2886	9775	4841	1723	2297	11175	4962	3404	12528	4184	5588
9202	3688	805	4057	1423	851	953	3219	1234	1023	3117	1029	1639
100861513	80	16	88	34	14	20	85	28	16	72	15	38
79932	2883	661	3091	1213	1033	1262	1868	844	1124	2744	814	1565
23154	372	145	253	255	208	187	176	216	251	415	238	247
339488	16	9	17	15	10	17	26	5	6	28	13	27
105378645	2	0	1	2	0	1	3	0	1	2	0	2
5690	4414	1099	3907	1814	1563	1634	2322	1401	1576	3143	1481	2034
105378646	0	0	0	0	0	0	0	0	0	0	0	0
127703	277	90	268	138	74	80	284	124	89	319	105	112
63967	1007	280	1245	506	264	268	1082	410	283	1012	342	531
192670	853	205	1116	363	235	296	711	283	294	817	234	479
26523	2020	471	2170	665	491	680	1468	720	467	1551	590	1039
192669	798	170	902	261	294	298	585	227	261	712	278	392
105378647	0	0	0	0	0	0	0	0	0	0	0	0
27285	9	4	3	7	8	7	4	0	11	15	5	11
54936	601	200	511	250	268	263	281	190	266	393	209	296
1296	98	41	102	48	64	62	57	23	46	77	41	88
27095	1543	358	1715	683	623	534	1096	498	469	1280	483	645
55700	872	235	693	462	403	359	457	297	500	687	410	452
9967	7993	2118	8617	3701	1776	2058	6341	2853	2460	6673	2391	3408
79729	316	70	210	140	119	135	143	99	137	299	128	225
55194	15	11	7	19	24	20	14	12	37	29	18	25
83931	360	112	283	218	231	218	206	180	210	354	215	244
84967	469	133	379	261	221	201	228	214	285	406	264	287
127700	64	11	58	29	7	20	49	27	31	62	15	25
109616970	0	0	0	0	0	0	0	0	0	0	0	0
107984940	3	1	3	0	0	1	2	0	2	4	0	2
64960	2261	623	2066	1036	562	703	1722	837	726	1861	827	947
1441	0	0	0	0	0	0	0	0	0	0	0	0
107984941	0	0	1	0	0	0	1	0	0	1	0	1
105378648	0	0	0	0	0	1	0	0	0	0	0	0
2899	46	21	53	37	12	17	33	21	19	45	15	37
100422898	0	0	0	0	0	0	0	0	0	0	0	0
107984942	3	1	2	0	2	1	1	1	2	1	1	2
728431	11	1	11	8	7	6	4	5	5	5	1	3
80149	123	35	83	65	123	98	44	36	68	86	81	99
102465438	0	0	0	0	0	0	0	0	0	0	0	0
64769	1047	234	1091	404	302	330	928	386	325	1035	312	446
100847010	0	0	0	1	0	0	3	0	0	0	0	1
105378649	23	5	26	19	9	8	15	11	7	22	4	10
79753	635	133	605	257	173	204	518	179	210	537	143	279
7802	395	84	412	204	146	149	334	121	247	576	132	219
29889	3772	968	4923	1668	1459	1427	3595	1382	1434	3532	1238	1877
284654	6	3	7	10	2	1	9	4	1	14	2	2
54955	1088	243	1231	417	368	375	719	322	378	921	283	543
55143	2106	529	2032	850	792	838	1249	712	770	1587	661	1069
284656	20	13	6	7	16	8	7	5	11	18	12	16
105378650	0	0	0	0	0	0	0	0	0	0	0	0
149175	163	51	166	82	51	63	115	63	96	170	72	80
79693	559	162	694	227	280	301	430	213	250	511	174	345
127687	381	109	367	182	144	161	147	155	196	309	179	188
4520	293	85	418	145	107	102	330	145	109	363	101	193
3633	1128	281	1196	496	408	404	847	352	438	1166	369	565
105378651	10	4	10	1	5	7	5	3	6	14	6	6
10946	6486	1633	7306	2796	1667	1895	5648	2565	1880	5154	2127	2739
2275	384	128	283	207	196	216	146	136	244	395	183	242
51118	1558	355	1834	665	540	538	1399	557	562	1583	479	733
5453	662	121	468	219	185	190	208	177	110	232	252	263
107985103	0	0	4	1	2	2	0	1	5	0	2	5
105378653	45	5	53	21	20	29	9	6	26	16	6	29
100500801	0	0	0	0	0	0	0	0	0	0	0	0
105378655	1	0	1	0	1	0	0	0	1	3	1	1
105378654	25	4	15	2	13	16	7	3	7	8	2	11
339442	12	0	5	1	6	8	3	2	5	3	1	4
105378657	36	5	26	11	14	12	18	16	19	16	12	27
107984943	7	2	11	3	6	2	6	2	9	14	1	15
105378656	0	0	0	0	0	0	0	0	0	0	0	0
105378658	0	0	0	0	0	0	0	0	0	1	0	1
105378660	0	0	0	1	0	0	0	0	0	0	0	0
64121	705	149	793	281	216	203	667	253	271	755	224	304
100527950	560	130	592	209	161	179	435	186	200	490	153	263
26292	558	130	591	209	161	178	434	185	199	490	153	263
105378663	1	0	0	0	0	0	1	1	1	0	0	0
81025	4	0	2	0	1	0	3	2	1	1	1	1
54933	26	4	17	13	10	7	31	8	14	31	8	7
105378662	7	1	3	2	3	0	1	1	4	4	2	3
79647	7843	1743	8760	3331	1909	2293	7037	2700	2754	8941	2089	3235
4725	5629	1477	6709	2681	2106	2056	4185	2008	2199	5246	2034	2677
23499	4580	1166	6715	1669	1257	1539	3480	1500	1337	3635	1219	2802
643314	828	179	975	240	143	247	441	257	102	292	153	476
105378950	0	0	0	0	0	0	0	0	1	0	0	0
353500	42	9	42	17	22	22	13	12	27	36	12	45
192217	44	16	35	26	23	17	13	19	30	31	14	38
728448	55	11	37	32	25	14	2	17	5	12	29	53
8761	3751	1047	4348	1980	1200	1337	2962	1456	1811	4340	1372	2088
101929516	493	129	558	246	143	183	386	203	227	509	180	287
677834	4	0	3	0	2	2	4	0	2	1	0	3
26508	151	63	172	84	53	64	124	63	111	168	63	107
84618	0	0	0	0	0	0	0	0	0	0	0	0
51440	135	31	92	57	71	74	96	45	56	50	57	138
10450	1045	257	1049	465	433	437	723	325	466	977	381	551
656	43	18	53	19	28	24	38	8	19	33	9	37
64064	75	20	61	42	34	34	25	24	48	46	23	51
105378666	1	0	1	0	0	0	0	0	0	1	3	0
101929536	4	0	1	2	2	4	2	2	1	1	3	1
105378951	1	2	0	0	0	0	0	0	0	1	0	0
107985740	0	0	0	0	0	0	0	0	0	0	0	0
105378665	0	0	0	0	0	0	0	0	0	0	0	0
105378667	0	0	0	0	0	0	0	0	0	0	0	1
54802	1167	249	1162	501	229	284	952	380	346	1104	331	430
4610	1917	469	882	859	287	567	679	548	366	864	497	641
105378668	113	34	42	40	16	31	38	29	16	48	22	47
84879	503	161	285	255	108	181	150	214	144	228	211	184
105378669	2	1	4	1	0	0	1	1	0	5	1	0
10487	8969	2246	7061	3856	1563	2782	5008	2766	1884	5267	2359	3273
5538	12906	3015	9722	5144	2265	3798	7802	3999	2621	7779	3496	3932
105378671	0	0	0	0	0	0	0	0	0	0	0	0
6018	2652	483	1776	875	287	562	1565	610	401	1482	468	764
127391	0	0	0	0	0	0	0	0	0	0	0	0
10269	2582	697	1989	1139	288	579	1900	1114	556	1979	847	794
1298	48	20	18	45	34	30	11	16	36	56	44	43
107984945	0	0	0	0	0	0	0	0	0	0	0	0
64744	299	86	157	152	24	81	169	135	67	189	98	84
65243	646	154	581	261	136	170	477	260	199	588	190	316
339559	145	38	218	63	28	39	149	35	51	175	61	74
105378672	9	3	9	5	5	4	2	1	3	12	1	9
64789	176	42	171	71	25	22	137	58	48	141	45	44
127396	139	35	154	34	50	54	121	48	38	126	38	64
105378673	0	0	0	0	0	0	0	0	0	1	2	0
9783	1857	639	1542	1067	628	697	1400	862	810	2126	822	1158
105378675	11	7	20	6	4	3	10	6	9	36	8	13
105378674	0	0	0	0	0	0	0	0	1	3	0	0
100130557	56	13	45	22	24	11	58	26	26	103	23	39
4802	782	171	677	318	289	290	462	267	355	768	284	385
407034	0	0	0	0	0	0	0	0	0	0	0	0
407031	0	0	0	0	0	0	0	0	0	0	0	0
9132	93	23	63	48	35	34	38	30	51	55	47	47
105378676	0	0	1	0	0	0	0	0	0	0	0	0
163732	59	24	24	35	27	28	13	21	54	34	44	40
1503	3888	988	3978	1667	770	929	3272	1510	1285	3646	1288	1414
100507178	13	6	6	8	9	7	12	5	11	17	15	15
200172	5	1	7	7	3	0	0	0	5	16	2	7
22955	481	127	387	251	141	173	296	191	141	346	175	220
100132074	17	8	20	18	18	12	8	6	23	34	19	20
101929901	0	0	0	0	1	0	1	0	1	3	0	0
105378678	0	1	0	1	0	2	0	0	0	0	0	1
1907	0	0	0	2	0	0	1	1	1	1	1	0
59269	10	2	19	8	7	9	10	4	5	5	10	7
2981	0	0	0	0	0	0	0	0	0	0	0	0
2980	0	0	0	0	0	0	0	0	0	0	0	0
22887	1848	431	1968	807	538	553	1788	631	557	1985	541	871
284716	1084	159	777	339	191	285	477	210	195	507	160	431
84217	21	8	37	11	23	20	9	4	7	22	6	18
728621	87	23	98	50	37	39	64	22	39	85	27	51
79717	782	161	918	316	263	292	503	184	283	688	178	379
10465	1312	350	1435	610	476	586	1051	471	441	1221	456	668
4904	28287	6976	27420	11999	9347	10009	19688	9315	9532	23652	9130	13115
149461	228	61	191	134	104	121	144	74	183	301	88	176
64175	1089	273	979	479	658	686	637	391	627	902	450	830
79078	267	69	274	122	61	87	233	88	96	304	76	129
105378683	9	3	8	4	2	1	5	3	0	5	1	3
100129924	32	6	26	8	20	16	6	5	8	16	9	24
107984946	3	0	4	1	4	1	3	1	1	5	1	1
374969	652	124	589	247	188	231	444	189	183	561	191	255
114625	334	72	312	155	95	101	247	95	125	292	99	153
51058	543	120	524	236	181	170	360	174	233	597	185	247
339539	0	0	0	3	0	1	1	0	2	3	0	2
6513	13242	2044	6197	3520	2918	3464	3602	2501	2953	5279	2395	4453
440584	87	19	77	27	38	24	31	20	31	70	18	44
440585	16	8	26	8	10	10	15	7	15	39	10	18
